"fid","distance","place_birth_lat","place_birth_lon","place_birth","place_death_lat","place_death_lon","place_death"
"L4MY-MLY",354982.847055434,55.11884,14.91285,"Bornholm, Denmark",54.46,9.5,"Schleswig-Holstein, Germany"
"L4NB-VQR",269557.370521625,53.23755,-2.23222,"Capesthorne with Siddington, Cheshire, England",52.65,1.66667,"Filby, Norfolk, England"
"L4Q5-89B",211167.225447796,50.9671,-3.1141,"Pitminster, Somerset, England",51.55573,-0.23209,"Middlesex, England"
"L4QD-5ZT",128058.599724502,51.5421,-1.0413,"Checkendon, Oxfordshire, England",52.2832,0.3851,"Landwade, Cambridgeshire, England"
"L4QL-DR8",5286021.94383496,52.4379,-1.6496,"England",41.7658,-72.6839,"Hartford, Hartford, Connecticut Colony, British Colonial America"
"L4QN-M2N",124249.296225384,53.15812,-0.23925,"Lincolnshire, England",52.4379,-1.6496,"England"
"L4QP-K67",468735.756202608,35.5,-80,"North Carolina",35.2,-85.15,", Hamilton, Tennessee"
"L4QV-88Q",124397.638826722,51.1825,-3.4459,"Dunster Castle, Williton, Somerset, England, UK",50.3457,-4.6169,"Hall Manor, Lanteglos, Cornwall, England"
"L4SD-9P9",5204043.15732192,52.4379,-1.6496,"England",41.601,-71.25,"Portsmouth, Rhode Island, British Colonial America"
"L4SJ-PKG",148784.243713158,51.86361,-4.10083,"of Dryslwyn, Llangathen, Carmarthenshire, Wales",53.2,-4.06666,"Cochwillan, Caernarvon, Wales"
"L4SP-TJH",533716.884629312,47.79879,18.74345,"Esztergom, , Esztergom, Hungary",52.537,17.5985,"Gniezno, Gniezno, Wielkopolskie, Polska"
"L4SV-8Y2",121432.849057785,55.9,-3.11667,"Craigmillar, Midlothian, Scotland, United Kingdom",56.81674,-4.18396,"Scotland, United Kingdom"
"L4SY-GWB",129982.49556098,51.1516,-2.4432,"Batcombe, Mendip district, Somerset, England",50.90492,-0.6285,"Chichester, West Sussex, England"
"L4T9-F8C",5281656.09197309,52.22927,-1.18692,"Badby, Northamptonshire, England",42.32558,-72.64143,"Northampton, Hampshire, Massachusetts Bay Colony, British Colonial America"
"L4TC-5J4",286200.658631636,49.8836,1.1269,"Arques, Seine-Maritime, Haute-Normandie, France",51.2308,-2.3206,"Frome, Somerset, England"
"L4TJ-5GX",157879.094195768,55.75,-2.5,"Berwickshire, Scotland",56.81674,-4.18396,"Scotland"
"L4WG-FTF",174192.847318871,53.784,-1.068,"Selby, Yorkshire, England",52.3368,-2.0585,"Bromsgrove, Worcestershire, England"
"L4WK-4FQ",5336656.63273727,50.8583,0.5803,"Hastings, Sussex, England",42.24179,-70.88997,"Hingham, Massachusetts Bay Colony, British Colonial America"
"L4WL-1MS",108141.956355504,55.8667,-4.55,"Houston, Renfrewshire, Scotland",56.81674,-4.18396,"Scotland"
"L4WP-FXD",400009.006887836,51.5764,0.3567,"East Horndon, Essex, England",54.9714,-1.614,"Newcastle upon Tyne, Northumberland, England"
"L4WP-JSB",328206.952740795,52.1241,0.8929,"Hitcham, Suffolk, England",53.91666,-3,"Rossall, Lancashire, England"
"L4WY-B1K",5104380.37682232,52.4379,-1.6496,"England",41.842,-69.979,"Eastham, Barnstable, Massachusetts Bay Colony, British Colonial America"
"L4WY-GNZ",14680258.3839149,55.2,-4.66667,"Carrick, Ayrshire, Scotland",-8.4693,160.8576,"scotland"
"L4X6-LLL",327277.275204364,43.8336,-0.8075,"Tartas, Landes, Occitanie, Kingdom of France",46,2,"Tartas, Landes, Occitanie, Kingdom of France"
"L4XX-97T",406790.223151511,49.0294,0.5731,"Ferrières-Saint-Hilaire, Eure, Haute-Normandie, France",52.68303,0.46562,"Wormegay, Norfolk, England"
"L4Y3-89L",334720.554970129,49.0062,1.9077,"Meulan-en-Yvelines, Yvelines, Île-de-France, France",46,2,"France"
"L4Y3-Q4H",164085.402007963,49.74174,0.51401,"Valmont, Estouteville-en-Caux, Calvados, Normandie, France",48.8667,2.3333,"Paris, France"
"L4YQ-J7R",530323.023722881,48.5397,2.6598,"Melun, Seine-et-Marne, Île-de-France, Kingdom of France",52.4379,-1.6496,"Angleterre"
"L4YQ-JK8",189851.175534262,50.1765,3.2304,"Cambrai, Nord, Nord-Pas-de-Calais, France",48.5,2.75,"Melun, Seine-et-Marne, Île-de-France, France"
"L4YQ-N5L",122682.766890024,47.3301,2.8369,"Sancerre, Cher, Centre-Val de Loire, France",48.39703,2.42532,"Milly-la-Forêt, Évry, Essonne, Île-de-France, France"
"L517-J2S",5112809.92506392,53.15812,-0.23925,"Lincolnshire, England",43.3275,-70.62611,"Wells, York, Massachusetts Bay Colony"
"L519-8KC",5262065.98518483,51.91893,-0.01274,"Westmill, Hertfordshire, England",42.48333,-71.16667,"Woburn, Middlesex, Massachusetts Bay Colony, British Colonial America"
"L519-F2H",5138159.96384748,52.4379,-1.6496,"England",42.48333,-71.16667,"Woburn, Middlesex, Massachusetts Bay, British Colonial America"
"L51H-5NW",125989.818230709,52.4379,-1.6496,"England",51.38207,-0.98877,"Berkshire, England"
"L51R-RWV",5606071.32420588,51.11121,-1.74568,"Winterbourne Dauntsey, Winterbourne, Wiltshire, England, United Kingdom",40,-75.116,"Philadelphia, Pennsylvania, British Colonial America"
"L51X-8H9",166940.919173794,53.81849,-2.62573,"Lancashire, England",52.4379,-1.6496,"England"
"L51Z-XMG",282919.954455229,47.5939,1.3281,"Blois, Loir-et-Cher, Centre, France",47.1796,5.0321,"Épernay, Cote d'Or, Bourgogne, France"
"L526-3Z2",111822.688844313,51.64757,-0.62894,"Stoke, Buckinghamshire, England",51.9879,0.9,"Stoke by Nayland, Suffolk, England"
"L52D-JCW",169306.358149841,53.9571,-1.5294,"Pannal, Yorkshire, England",52.4379,-1.6496,"England"
"L52J-3Q8",5173479.59440174,52.621,-0.6214,"North Luffenham, Rutland, England",42.63333,-70.93333,"Topsfield, Essex, Massachusetts Bay Colony, British Colonial America"
"L52J-61Z",1112890.10392771,48,110.5,"Hentiy, Mongolia",38.4925,106.2385,"Yinchuan, Ningxia, China"
"L52N-MHY",109201.863082515,53.97525,-2.22056,"Nappa, North Yorkshire, England",54.86666,-1.51666,"North Biddick, Durham, England"
"L52Q-PML",107196.460176038,53.95878,-1.08248,"Yorkshire, England",54.9058,-1.3825,"Sunderland, Tyne and Wear, England"
"L52Z-7LR",341269.780988441,48.742,-0.0254,"Argentan, Orne, Basse-Normandie, France",46,2,"France"
"L52Z-CKW",5858538.47141909,52.2643,-2.1506,"Droitwich, Worcestershire, England",37.109,-76.7224,"Bacon's Castle, Surry, Virginia, British Colonial America"
"L555-BX1",213192.101072233,51.22608,0.75054,"Kent, England",52.4379,-1.6496,"England"
"L557-WGW",164128.072712009,50.98667,-2.06975,"Berwick St John, Wiltshire, , England",52.4379,-1.6496,", , , England"
"L55C-K2V",131599.998235343,53.8359,-2.7373,"Barton, Lancashire, England",52.9235,-1.477,"Derby, Derbyshire, England"
"L55H-2TH",5331199.92001372,51.95888,0.99341,"Dedham, Essex, England",42.6,-71.36667,"Chelmsford, Middlesex, Massachusetts Bay Colony, British Colonial America"
"L55Q-YWH",162629.265242916,51,-2.06667,"Easton Manor, Berwick Saint John, Wiltshire, England, United Kingdom",52.4379,-1.6496,", , , England, United Kingdom"
"L55S-K3T",291283.540950286,53.92021,-2.32454,"Sawley By, Yorkshire, England",52.2751,1.0653,"Suffolk, England"
"L55Z-7KV",212588.574174318,51.7458,-2.2177,"Stroud, Gloucestershire, England",51.4225,0.8116,"Minster, Kent, England"
"L55Z-GBN",125193.242387814,52.11667,-2.06667,"Pershore, Worcestershire, England",51.75023,-0.34216,"St. Albans, Hertfordshire, England"
"L56H-TJ3",117975.820798796,49.2,1.2964,"Venables, Eure, Upper Normandy, France",49.9167,2.5,"Somme, Picardie, France"
"L56H-Y2N",116935.846937538,51.2122,-1.4909,"Andover, Hampshire, England",51.1446,-3.1631,"Over Stowey, Somerset, England"
"L56L-T6G",221524.647553367,52.4379,-1.6496,"England",51.1959,0.866,"Eastwell, Kent, England"
"L56Z-FTW",5479780.21741385,51.8568,0.0721,"Much Hadham, East Hertfordshire district, Hertfordshire, England, United Kingdom",41.2242,-73.0603,"Milford, New Haven, Connecticut Colony, British Colonial America"
"L56Z-QH3",144037.985631237,52.4379,-1.6496,"England",51.1444,-1.5966,"Over Wallop, Hampshire, England"
"L581-HGB",104987.488515237,52.35,-0.85,"Northamptonshire, England",51.5274,-0.1017,"Clerkenwell St John, Middlesex, England"
"L586-9HQ",279824.784658388,49.5,1,"Rouen, Seine-Maritime, Haute-Normandie, France",47.11821,2.20868,"Somme, Cher, Centre-Val de Loire, France"
"L58D-GXT",356530.274537167,48.928,0.5326,"Normandie, France",51,-3.2655,"Langford Budville, Taunton Deane, Somerset, England, United Kingdom"
"L58S-NJD",5518701.29067833,52.0226,0.2393,"Saffron Walden, Essex, England",43,-75.5,"New York Colony, British Colonial America"
"L5B7-NDK",216014.060854942,52.54356,-2.08542,"Dudley, Staffordshire, England",52.2751,1.0653,"Brokenhaugh, Suffolk, England"
"L5BF-4GJ",105244.253671123,51.07865,-1.31703,"Southambornow, Hampshire, England",50.9134,-2.7961,"Merriott, Somerset, England"
"L5BL-L6S",310958.421193036,52.02423,-0.41254,"Bedfordshire, England",49.9167,2.5,"Somme, Picardie, France"
"L5BQ-TGL",6984592.45796985,50.5,7.5,"Rengsdorf, Neuwied, Rhineland-Palatinate, Germany",35.2156,-81.0653,"Lincoln County now, Catawba, North Carolina, United States"
"L5BS-244",220996.858571004,50.9776,-3.1754,"West Buckland, Somersetshire, England",51.51,-0.12,"Mercer Chapel, London, Middlesex, England"
"L5BT-B2Y",102467.933580958,54.07659,-0.51961,"Cowlam, , East Yorkshire, England",54.76667,-1.56667,"Durham, , Durham, England"
"L5DP-J2M",391942.557849786,47.9953,0.203,"Le Mans, Sarthe, Pays de la Loire, France",51.51,-0.12,"London, Middlesex, England"
"L5DP-LM7",243934.645501039,50.854,-0.5577,"Arundel, Sussex, England",52.41667,-3.03333,"Clun, Shropshire, England"
"L5DY-2YJ",397788.72995279,51.22285,1.40143,"Deal, Kent, England",53.9945,-2.3154,"Houghton, Yorkshire, England"
"L5F2-8GG",3376605.12036263,49.8461,2.3917,"Boves 80131 Somme Hauts de France France, 80131, Somme, Hauts-de-France, FRANCE",31.7833,35.2333,"Acre, Jerusalem, Palestine"
"L5F5-YMW",5421487.29152248,51.85229,0.61466,"Essex",42.1,-72.55,"Springfield, Hampshire, Massachusetts Bay Colony, British Colonial America"
"L5F6-47Q",534137.270969204,48.4538,-2.046,"Dinan, Côtes-d'Armor, Brittany, France",45.9308,3.96374,"Vitré, Loire, Rhône-Alpes, France"
"L5FJ-XXQ",198088.713017382,50.4581,-4.3024,"Pillaton, Cornwall, England",51.43238,-1.93881,"Cherhill, Wiltshire, England"
"L5FK-KV7",254012.58691925,51.16666,-0.01666,"Sterborough Castle, Surrey, England, United Kingdom",53.40291,-0.7588,"Gainsborough, Lincolnshire, England"
"L5FQ-8ND",5567536.20995892,52.1596,4.4934,"Leiden, South Holland, Netherlands",41.9667,-70.9667,"Bridgewater, Plymouth, Massachusetts Bay Colony, British Colonial America"
"L5FS-QQC",339186.123625482,52.67827,0.97259,"Horsford, St. Faith's, Norfolk, England",55.3173,-1.62001,"Warkworth Castle, Alnwick, Northumberland, England"
"L5FV-LLQ",209508.024160088,52.64306,-2.71362,"Whethill, Shropshire, England, United Kingdom",52.73873,0.3877,"Kings Lynn, Cambridgeshire, England, United Kingdom"
"L5G6-J2S",4922827.20267196,51.8818,-5.2705,"St Davids, Pembrokeshire, Wales",42.325,-71.09583,"Roxbury, Suffolk, Massachusetts Bay Colony, British Colonial America"
"L5G9-LVZ",317768.369892416,51.65339,-4.8016,"MANORBIER CASTLE, Pembrokeshire, Wales",51.89865,-9.39885,"Kilgarvan, Kerry, Ireland"
"L5GJ-RFL",136187.40657829,52.0633,-1.3409,"Banbury, Oxfordshire, England",51.85229,0.61466,"Essex, England"
"L5GN-Q5Q",686338.277635427,51.1951,0.2747,"Tonbridge, Kent, England",53.66667,-9,"Battle of Thurmond, Connaught, Ireland"
"L5GP-47R",136100.901700539,51.0687,-1.794,"Salisbury, Wiltshire, England",52.1575,-2.6897,"Bodenham, Herefordshire, England"
"L5GP-DR9",113606.581483738,56.81674,-4.18396,"Scotland",56.15,-5.5833,"Craignish Castle, Argyll, Scotland"
"L5GS-5MH",132058.609822908,57.15081,-2.09477,"Aberdeenshire, Scotland",56.81674,-4.18396,"Scotland"
"L5GV-QVF",759619.182603187,52.9558,-0.896,"Aslacton, Nottinghamshire, England",51.5,10,"Germany"
"L5GZ-J7P",113429.356693766,51.38207,-0.98877,"Berkshire, England",52.33781,-1.56089,"Wootton, Warwickshire, England"
"L5J3-CH2",205703.989336183,51.53058,-3.18869,"Llanishen, Glamorgan, Wales",53.11051,-1.62048,"Derbyshire, England"
"L5J8-8WJ",339016.107455809,50.76935,-3.06556,"Shute, Devon, England",53.6573,-1.4869,"Battle Of Wakefield, Sandal Magna, West Yorkshire, England"
"L5JK-DN7",5409886.1772708,51.7985,-0.0791,"Hertford, Hertfordshire, England",41.7658,-72.6839,"Hartford, Hartford, Connecticut Colony, British Colonial America"
"L5JL-CYB",730939.767359929,50.2374,4.2352,"Beaumont, Arrondissement de Thuin, Hainaut, Belgium",43.6767,4.6278,"Arles, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France"
"L5JM-54G",250647.554750967,63.38333,10.16667,"Oppland, Sør-Trøndelag, Norway",61.13334,10.35,"Gudbrandsdalen, Oppland, Norway"
"L5JS-4WM",474921.256883625,55.43333,-2.78333,"Wilton, Roxburghshire, Scotland",51.555,0.2086,"Hornchurch, Havering, London, England, United Kingdom"
"L5JX-DF2",159397.823019237,54.6311,-2.8397,"Dacre, Cumberland, England",53.214,-2.491,"Bostock, Cheshire, England"
"L5K1-TS4",5071723.43068969,50.8183,-2.7983,"Broadwindsor, Dorset, England",42.85,-70.86667,"Salisbury, Essex, Massachusetts Bay Colony, British Colonial America"
"L5K2-X13",5346282.40900439,52.3772,1.4107,"South Elmham St James, Suffolk, England",42.36667,-71.16667,"Watertown, Middlesex, Massachusetts Bay Colony, British Colonial America"
"L5K9-118",106502.155750818,53.08333,-2.81667,"Coddington, Cheshire, England",52.4379,-1.6496,"England"
"L5KF-JS1",723793.719856465,51.7589,5.7389,"Grave Municipality, Noord-Brabant, Netherlands",55.9167,-2.75,"Roxburgh Castle, Midlothian, Scotland"
"L5KT-DH6",130145.696183655,55.66897,-3.78367,"Lanarkshire, Scotland",56.81674,-4.18396,"Scotland"
"L5L2-K17",106463.918375655,52.095,1.5344,"Orford, Suffolk, England",51.5229,0.2948,"South Ockendon, Essex, England"
"L5LW-QF1",220162.645780717,54.84049,-4.04658,"Galloway, Scotland",56.81674,-4.18396,"Scotland"
"L5LX-47F",997475.011783617,52.4379,-1.6496,"of Folkingham, Lincolnshire, England",49.4942,11.8156,"Amberg-Sulzbach, Bavaria, Germany"
"L5LY-6L5",497160.695192936,51.46815,-0.35696,"Isleworth, Middlesex, England",55.75,-2.5,"Halliburton, Berwickshire, Scotland"
"L5N2-4DN",237376.209981939,50.73646,-3.71887,"Devon, England",52.4379,-1.6496,"England"
"L5N5-957",359165.292130399,45.1917,2.3939,"Salins, Cantal, Auvergne, France",47.1052,6.1447,"Ornans, Doubs, Franche-Comté, France"
"L5NC-RM1",3003458.28291257,45.82948,4.06544,"Pommiers, Loire, Rhône-Alpes, France",32.9281,35.0765,"Acre, Palestine"
"L5NR-BMN",222034.501008478,56.5,-3.36667,"Stobhall, Inchmahome/Cargill, Perthshire, Scotland",54.78333,-1.56666,"Battle of Neville's Cross, Durham, England, United Kingdom"
"L5NS-NQZ",190264.02087389,48.8193,2.9188,"Dammartin, Seine-Et-Marne, France",49.52158,0.53533,"Lillebonne, Seine-Maritime, Upper Normandy, France"
"L5NV-8Y6",476206.571191398,51.5,10,"Germany",47.3902,8.172,"Lenzburg, Aargau, Switzerland"
"L5NY-LCK",415357.416831043,48.8667,2.3333,"Paris, Île-de-France, France",51.45996,-1.85697,"Berwick Bassett, Wiltshire, England"
"L5P2-HJH",233172.1712518,51.0687,-1.794,"Salisbury, Wiltshire, England",49.184,-0.368,"Caen, Departement du Calvados, Basse-Normandie, France"
"L5P2-W9T",226582.094396376,53.35,-2.1167,"Poynton, Cheshire, England",52.76185,1.12573,"Booton, Norfolk, England"
"L5PB-8HH",226668.82130371,51.5,10,"Germany",49.5714,8.9721,"Beerfelden, Grafschaft Erbach, Hessen, Heiliges Römisches Reich"
"L5PC-BG4",5570285.41132099,52.3691,4.9021,"Amsterdam, Amsterdam, Noord-Holland, Netherlands",41.88333,-70.63333,"Plymouth, Plymouth, Massachusetts Bay Colony, British Colonial America"
"L5PJ-PB6",117703.420811407,52.6592,-1.2236,"Groby, Leicestershire, England",51.75023,-0.34216,"Saint Albans, Hertfordshire, England"
"L5PP-SZ7",3439316.16298512,49.1667,1,"Tillières, Eure, France",31.7804,35.2177,"On pilgrimage to the Holy Lands (Yerushalayim), Jerusalem, Israel"
"L5PS-HN3",110823.766210144,53.25022,-3.13731,"Flintshire, Wales",52.33022,-3.76641,"Wales"
"L5PT-FL6",138978.21134663,51.0076,-2.1956,"Shaftesbury, Dorset, England",52.1003,-1.2243,"Thorpe Mandeville, Northamptonshire, England"
"L5PZ-45N",3969384.90741322,52.2422,-1.8841,"Coughton Court, Warwickshire, England",30,-40,"At Sea While On Crusade To Holy Land, off coast of Acre"
"L5PZ-F6P",162256.627129189,51.704,-2.9033,"Usk, Monmouthshire, Wales",51.04398,-0.82129,"Trotton, Sussex, England"
"L5R1-7B2",641179.42096118,50.17131,7.2614,"Pommern, Pommern, Cochem-Zell, Rhineland-Palatinate, Germany",53.4718,14.9079,"Pomerania, Prussia, Germany"
"L5R2-HFJ",497144.658095632,50.99318,-0.59977,"Petworth, Sussex, England",55.40778,-1.72863,"Alnwick, Northumberland, England"
"L5R8-FY8",504025.030964519,52.65417,-7.25222,"Kilkenny, Kilkenny, Ireland",51.51,-0.12,"Hospital of St Thomas of Acre, London, Middlesex, England"
"L5RJ-TB4",101914.34649026,53.18268,-2.53046,"Cheshire, England",52.4379,-1.6496,"England"
"L5RQ-RGF",1763170.37911209,51.23333,0.96666,"Chilham Castle, Kent, England",36.86336,10.33388,"Carthage, Tunis, Tunisia, Africa"
"L5RT-5TP",5138566.35759809,52.4379,-1.6496,"England",42.37778,-71.0625,"Charlestown, Middlesex, Massachusetts Bay Colony, British Colonial America"
"L5T1-Z1J",127554.344763207,52.4379,-1.6496,"Lowten, Winwick Parish, England",53.431,-2.598,"Winwick, Lancashire, England"
"L5T2-1JL",116540.656393125,51.79792,-2.98331,"Parcletis, Monmouthshire, Wales",52.0633,-1.3409,"Banbury, Oxfordshire, England"
"L5T3-JSG",103979.958752321,41.38333,-4.45,"Espinareda de Bierzo, Castilla y León, España",42.2881,-4.13846,"Castrogeriz, Burgos, Castilla-Leon, Spain"
"L5TC-82C",1184490.82288919,40.1667,29.0833,"Nicaea, Bursa, Turkey",47.79879,18.74345,"Esztergom, Komarom-Esztergom, Hungary"
"L5TD-MCF",136137.447156322,57.3,-6.25,"Isle Skye, Inverness-shire, Scotland",56.81674,-4.18396,"Scotland"
"L5TD-MMJ",163205.236752154,56.5,-4,"Duart Castle, Mull Island, County Argyll, Scotland",57.3,-6.25,"Knock Castle (Camus Casle) Isle of Sky, Armadale, County East Loathian, Scotland"
"L5TH-FYD",731683.668236349,44.97814,0.98308,"Calais, Dordogne, Aquitaine, France",51.51,-0.12,"Tower of London, London, England"
"L5TK-TNL",253422.39503295,52.78968,0.47312,"Castle Rising, Norfolk, England",53.27085,-3.22727,"Holywell, Flintshire, Wales"
"L5TM-1N5",169050.026511206,41.864,-70.812,"Plymouth Colony, British Colonial America",41.7278,-72.8408,"Farmington, Hartford, Connecticut Colony, British Colonial America"
"L5TN-MH2",128803.546854966,52.5641,-1.3223,"Elmsthorpe, Leicestershire, England",52.12,-3.0712,"Whitney-on-Wye, Herefordshire, England"
"L5TP-DH1",230311.039296196,46.09678,12.08715,"Bribano, Veneto IT",45.5525,9.2226,"Milano, Lombardy, Italy"
"L5TR-8MW",3114738.97539536,48.75,5.16666,"Bar-le-Duc, Departement de la Meuse, Lorraine, France",31.44,34.39,"Gaza, Estine, Palestine"
"L5TT-5MV",277724.001036412,55.31667,-4.76666,"Kirkoswald, Ayrshire, Scotland",57.771,-3.954,"Fearn, Ross and Cromarty, Scotland"
"L5TT-PVJ",135185.701905515,52.135,-8.2871,"Fermoy, County Cork, Ireland",52.157,-10.2658,"Dingle, County Kerry, Ireland"
"L5TT-QDM",473401.197238316,46,2,"France",50.2519,1.8814,"Crécy-en-Ponthieu, Somme, Hauts-de-France, Francia"
"L5TT-W1X",244852.512088448,50.4161,-4.6063,"Boconnoc, Cornwall, England",51.9925,-2.1575,"Tewkesbury, Gloucestershire, England"
"L5V3-KJS",171492.689076303,51.21452,-2.31321,"Frome, Mendip district, Somerset, England, United Kingdom",51.4472,0.1242,"London, City of London, Greater London, England, United Kingdom"
"L5V9-365",160471.304742532,53.3546,-2.4512,"West Hall, High Legh, Cheshire, England",51.993,-3.232,"Talgarth, Breconshire, Wales"
"L5V9-43W",237376.209981939,50.73646,-3.71887,"Devon, England",52.4379,-1.6496,"England"
"L5V9-QLK",109678.621378574,50.25116,-5.06676,"Cornwall, England",50.73646,-3.71887,"Devon, England"
"L5VB-FHK",1192938.02229656,51.1285,-3.1082,"Spaxton, Somerset, England",40.43,-4,"Spain"
"L5VF-CLW",511224.653917252,36.2,36.16,"Antioch, Greece, Europe",31.67,35.25,"Hittin, Tiberias, Palestine"
"L5VF-W1F",709220.482342969,41.0136,28.955,"Constatinople, Constantinople, Turkey",39.1534,20.9871,"Arta, Epir, Grecja (Greece)"
"L5VL-MWM",195912.779096078,52.0543,1.1559,"Ipswich, Suffolk, England",52.4379,-1.6496,"England"
"L5X6-32R",1213766.34536048,35.5,-80,"North Carolina, United States",34.05,-93.16667,"Clark, Arkansas, United States"
"L5XD-QGH",125989.818230709,51.38207,-0.98877,"Berkshire, England",52.4379,-1.6496,"England"
"L5XS-X7S",647580.283877592,57.44802,-2.7873,"Huntly, Aberdeenshire, Scotland",51.6871,-1.3894,"Fyfield, Berkshire, England"
"L5XT-C7Q",694167.416677248,50.96,4.21,"of,Zotteghem,Flandre-Oriental,Belgium",44.83563,5.96447,"Julien,France"
"L5XT-D4Q",214792.646720224,52.697,-1.6254,"Clifton Campville, Staffordshire, England",51.78437,-4.40202,"Llanstephan, Carmathenshire, Wales"
"L5XT-H4H",156541.373742188,51.704,-2.9033,"Usk, Monmouthshire, Wales",52.6469,-1.2019,"Kirby Muxloe Castle, Glenfield, Leicestershire, England"
"L5XT-QZ1",206376.649323903,51.7693,-4.465,"Laugharne, Carmarthenshire, Wales",52.4379,-1.6496,"England"
"L5XT-ZHK",103486.727167535,52.68303,0.46562,"Wormegay, Norfolk, England",52.96798,-0.99887,"Shelford, Nottinghamshire, England"
"L5Y4-JDW",513559.344061819,56.3833,-3.2,"Erroll, Perth, Scotland",52.2654,0.3721,"Ixning, Suffolk,England"
"L5YD-TG1",281282.269480108,50.76841,-3.60764,"West Hall, High Leigh, Cheshire, England",53.18333,-2.4,"Kinderton cum Hulme, Cheshire, England"
"L5YF-J5L",6022837.73979298,51.74447,-0.04471,"Broxbourne, Hertfordshire, England",37.55,-77.36667,"Henrico, Virginia, British Colonial America"
"L5YF-XW9",100211.378924292,37.5,-78.5,"Virginia, British Colonial America",37.55,-77.36667,"Henrico, Colony of Virginia, British Colonial America"
"L5YR-CSF",271938.04844176,38.8333,-7.6667,"Portalegre, Alto Alentejo, Portugal",41.2638,-7.9874,"Várzea, Porto, Portugal"
"L5YR-ZZ5",168214.638487376,55.33333,-4.7,"Maybole, Ayrshire, Scotland",56.81674,-4.18396,"Scotland"
"L5YX-GGR",696305.468230448,54.47,9.51,"Schleswig, Schleswig-Holstein, Prussia, Germany",49.9167,2.5,"Y, Picardie, Somme, Frankreich"
"L5YX-S2K",459206.290559318,49.5,10,"Holy Roman Empire",53.6086,9.4061,"Stade, Germany"
"L5YZ-ZL6",206683.686341749,52.1784,-1.3438,"Wormleighton, Warwickshire, England",52.3247,1.6798,"Southwold, Suffolk, England"
"L5ZF-TN8",175558.257966867,52.61014,0.92155,"Cranworth, Norfolk, England, United Kingdom",52.15871,-1.55432,"England, United Kingdom, United Kingdom"
"L5ZL-7YF",237378.462627191,51.01667,-4.21667,"Bideford, Devon, England",52.4379,-1.6496,"England"
"L5ZN-951",175186.751085313,52.61014,0.92155,"Cranworth, Norfolk, England, United Kingdom",52.4379,-1.6496,"England, United Kingdom"
"L5ZN-MRD",102848.111421325,51.8293,0.2483,"Hatfield Broad Oak, Essex, England",50.981,-0.3385,"Sussex, England"
"L5ZN-NF9",9646728.78298561,50.80055,-2.83053,"Pillesdon, Dorset, England",35.33095,136.29065,"On journey, Yerushalayim, Israel, ""Cursader murdered by Islamic Cultist"""
"L5ZN-VKD",199703.11725786,52.4379,-1.6496,"England",50.80055,-2.83053,"Pillesdon, Dorset, England"
"L612-TTG",190663.731718062,48.5602,-3.1444,"Guingamp, Côtes-d'Armor, Bretagne, France",47.2197,-1.5543,"Nantes, Loire-Atlantique, Pays de la Loire, France"
"L616-L1K",126244.249756849,53.18268,-2.53046,"Cheshire, England",52.33022,-3.76641,"Wales"
"L619-KNR",269629.250145806,53.4853,-2.1783,"Clayton, Lancashire, England",51.25,-0.65,"Normandy, Surrey, England"
"L61B-35X",146331.749540009,52.316,-2.5978,"Burford, Shropshire, England",51.76274,-0.65918,"Buckinghamshire, England"
"L61F-H9M",513422.84400889,49.9167,2.5,"Somme, Picardie, France",52.33022,-3.76641,"Wales"
"L61N-SPS",123583.724129019,53.8,-1.5514,"Leeds, Yorkshire, England",54.9058,-1.3825,"Sunderland, Durham, England"
"L61T-36J",470376.72748096,50.96,4.21,"County of Flanders, Burgundian, Netherlands (now Belgium)",52.54044,-2.12304,"Sedgley, Staffordshire, England"
"L61T-XR5",218601.70846512,50.8986,-1.1892,"Wickham, Hampshire, England",52.2751,1.0653,"Suffolk, England"
"L625-3ZB",158497.358773151,52.6519,-0.4793,"Stamford, Lincolnshire, England",51.233,-0.2877,"Brockham, Surrey, England"
"L627-JYB",119817.174828779,53.4,-2.45,"Warburton, Cheshire, England",52.4379,-1.6496,"England"
"L627-LYJ",197567.714743481,53.3949,-2.5994,"Bewsey Hall, Warrington, Lancashire, England",55.069,-3.6078,"Caerlaverock Castle, Dumfries, Dumfriesshire, Scotland"
"L62C-C9V",318138.956560333,39,-76.7,"probably Maryland, British Colonial America",36.7503,-78.9333,"Halifax, Virginia, British Colonial America"
"L62C-Z8Z",840234.539179993,37.21666,-77.41666,"Bristol Parish, Charles City County, Virginia, British Colonial America",36.86667,-86.86667,"Logan, Kentucky, United States"
"L62D-87C",5400161.49015493,53,-8,", , Ireland",40.308,-79.47,", Westmoreland, Pennsylvania"
"L62G-KQ2",127657.005702516,55.69359,-4.60078,"Noddsdale Water, Cunningham, Ayrshire, Scotland",56.81674,-4.18396,"Halidon Hill near Berwick-upon-Tweed, Scotland"
"L62H-G8Z",148222.596262294,53.31666,-3.05,"Thornton Mayow, Cheshire, England",53.95878,-1.08248,"Abell, Yorkshire, England"
"L62H-KXF",176247.958674041,53.07312,-2.54859,"Acton, Cheshire, England, United Kingdom",51.688,-1.292,"Abingdon, Berkshire, England, United Kingdom"
"L62L-8RV",186075.881817229,51.88419,-2.14462,"Gloucestershire, England",50.97,0.1,"Uckfield, Sussex, England"
"L62N-C7R",3693545.42684038,48.3185,-2.9377,"Brittany, France",31.67,35.25,"Palestine"
